"YYYYMMDD(운행일자)","BUS_ID(노선ID)","BUS_NM(노선)","STATION_ID(정류장ID)","STATION_NM(정류장)","TIME(승차시간구분)","HALF_HOUR(시간구간ID)","PASSN_GETON(승차총승객수)","PASSN_GETOFF(하차총승객수)"
"2015-10-01","11110001","100번(하계동~용산구청)","0070561","하계우성아파트","22:00:00~22:59:59","30",11,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","04:00:00~04:59:59","00",2,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","04:00:00~04:59:59","30",3,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","05:00:00~05:59:59","00",7,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","05:00:00~05:59:59","30",6,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","06:00:00~06:59:59","00",5,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","06:00:00~06:59:59","30",10,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","07:00:00~07:59:59","00",18,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","07:00:00~07:59:59","30",13,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","08:00:00~08:59:59","00",18,10
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","08:00:00~08:59:59","30",18,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","09:00:00~09:59:59","00",8,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","09:00:00~09:59:59","30",8,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","10:00:00~10:59:59","00",12,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","10:00:00~10:59:59","30",11,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","11:00:00~11:59:59","00",11,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","11:00:00~11:59:59","30",4,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","12:00:00~12:59:59","00",7,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","12:00:00~12:59:59","30",8,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","13:00:00~13:59:59","00",10,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","13:00:00~13:59:59","30",3,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","14:00:00~14:59:59","00",2,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","14:00:00~14:59:59","30",7,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","15:00:00~15:59:59","00",6,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","15:00:00~15:59:59","30",4,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","16:00:00~16:59:59","00",3,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","16:00:00~16:59:59","30",6,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","17:00:00~17:59:59","00",11,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","17:00:00~17:59:59","30",7,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","18:00:00~18:59:59","00",4,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","18:00:00~18:59:59","30",1,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","19:00:00~19:59:59","00",5,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","19:00:00~19:59:59","30",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","20:00:00~20:59:59","00",1,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","20:00:00~20:59:59","30",2,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","21:00:00~21:59:59","00",2,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","21:00:00~21:59:59","30",3,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","22:00:00~22:59:59","00",6,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070562","하계극동아파트","22:00:00~22:59:59","30",3,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","04:00:00~04:59:59","00",5,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","04:00:00~04:59:59","30",1,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","05:00:00~05:59:59","00",3,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","05:00:00~05:59:59","30",6,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","06:00:00~06:59:59","00",6,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","06:00:00~06:59:59","30",6,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","07:00:00~07:59:59","00",11,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","07:00:00~07:59:59","30",11,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","08:00:00~08:59:59","00",13,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","08:00:00~08:59:59","30",7,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","09:00:00~09:59:59","00",7,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","09:00:00~09:59:59","30",9,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","10:00:00~10:59:59","00",9,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","10:00:00~10:59:59","30",6,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","11:00:00~11:59:59","00",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","11:00:00~11:59:59","30",6,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","12:00:00~12:59:59","00",6,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","12:00:00~12:59:59","30",4,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","13:00:00~13:59:59","00",4,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","13:00:00~13:59:59","30",1,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","14:00:00~14:59:59","00",9,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","14:00:00~14:59:59","30",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","15:00:00~15:59:59","00",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","16:00:00~16:59:59","00",3,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","16:00:00~16:59:59","30",5,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","17:00:00~17:59:59","00",8,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","17:00:00~17:59:59","30",9,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","18:00:00~18:59:59","00",7,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","18:00:00~18:59:59","30",9,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","19:00:00~19:59:59","00",6,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","19:00:00~19:59:59","30",6,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","20:00:00~20:59:59","00",6,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","20:00:00~20:59:59","30",3,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","21:00:00~21:59:59","00",8,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","21:00:00~21:59:59","30",11,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","22:00:00~22:59:59","00",5,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070563","월계헬스케어센터","22:00:00~22:59:59","30",3,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","00:00:00~00:59:59","00",1,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","00:00:00~00:59:59","30",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","06:00:00~06:59:59","00",3,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","06:00:00~06:59:59","30",3,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","07:00:00~07:59:59","00",16,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","07:00:00~07:59:59","30",21,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","08:00:00~08:59:59","00",6,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","08:00:00~08:59:59","30",9,14
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","09:00:00~09:59:59","00",4,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","09:00:00~09:59:59","30",3,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","10:00:00~10:59:59","00",1,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","10:00:00~10:59:59","30",8,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","11:00:00~11:59:59","00",2,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","11:00:00~11:59:59","30",3,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","12:00:00~12:59:59","00",3,14
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","12:00:00~12:59:59","30",5,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","13:00:00~13:59:59","00",0,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","13:00:00~13:59:59","30",3,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","14:00:00~14:59:59","00",2,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","14:00:00~14:59:59","30",6,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","15:00:00~15:59:59","00",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","15:00:00~15:59:59","30",5,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","16:00:00~16:59:59","00",4,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","16:00:00~16:59:59","30",2,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","17:00:00~17:59:59","00",4,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","17:00:00~17:59:59","30",2,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","18:00:00~18:59:59","00",3,12
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","18:00:00~18:59:59","30",2,19
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","19:00:00~19:59:59","00",3,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","19:00:00~19:59:59","30",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","20:00:00~20:59:59","00",2,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","20:00:00~20:59:59","30",1,14
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","21:00:00~21:59:59","00",3,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","21:00:00~21:59:59","30",0,10
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","22:00:00~22:59:59","00",1,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","22:00:00~22:59:59","30",0,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","23:00:00~23:59:59","00",0,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070585","월계헬스케어센터","23:00:00~23:59:59","30",3,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","00:00:00~00:59:59","00",2,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","00:00:00~00:59:59","30",0,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","01:00:00~01:59:59","00",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","06:00:00~06:59:59","00",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","06:00:00~06:59:59","30",3,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","07:00:00~07:59:59","00",11,17
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","07:00:00~07:59:59","30",2,36
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","08:00:00~08:59:59","00",1,27
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","08:00:00~08:59:59","30",1,35
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","09:00:00~09:59:59","00",1,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","09:00:00~09:59:59","30",5,16
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","10:00:00~10:59:59","00",3,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","10:00:00~10:59:59","30",1,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","11:00:00~11:59:59","00",2,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","11:00:00~11:59:59","30",1,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","12:00:00~12:59:59","00",5,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","12:00:00~12:59:59","30",1,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","13:00:00~13:59:59","00",6,16
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","13:00:00~13:59:59","30",3,16
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","14:00:00~14:59:59","00",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","14:00:00~14:59:59","30",0,16
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","15:00:00~15:59:59","00",0,12
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","15:00:00~15:59:59","30",0,13
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","16:00:00~16:59:59","00",3,15
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","16:00:00~16:59:59","30",1,15
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","17:00:00~17:59:59","00",1,22
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","17:00:00~17:59:59","30",0,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","18:00:00~18:59:59","00",3,12
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","18:00:00~18:59:59","30",1,14
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","19:00:00~19:59:59","00",1,17
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","19:00:00~19:59:59","30",0,15
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","20:00:00~20:59:59","00",2,23
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","20:00:00~20:59:59","30",0,20
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","21:00:00~21:59:59","00",0,17
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","21:00:00~21:59:59","30",0,12
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","22:00:00~22:59:59","00",0,18
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","22:00:00~22:59:59","30",0,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","23:00:00~23:59:59","00",1,10
"2015-10-01","11110001","100번(하계동~용산구청)","0070586","하계시영아파트","23:00:00~23:59:59","30",1,19
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","00:00:00~00:59:59","00",0,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","00:00:00~00:59:59","30",0,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","01:00:00~01:59:59","00",0,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","06:00:00~06:59:59","00",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","06:00:00~06:59:59","30",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","07:00:00~07:59:59","00",1,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","07:00:00~07:59:59","30",2,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","08:00:00~08:59:59","00",1,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","08:00:00~08:59:59","30",1,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","09:00:00~09:59:59","00",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","09:00:00~09:59:59","30",3,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","10:00:00~10:59:59","00",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","10:00:00~10:59:59","30",0,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","11:00:00~11:59:59","00",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","11:00:00~11:59:59","30",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","12:00:00~12:59:59","00",0,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","13:00:00~13:59:59","00",1,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","13:00:00~13:59:59","30",0,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","14:00:00~14:59:59","00",0,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","14:00:00~14:59:59","30",5,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","15:00:00~15:59:59","00",1,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","15:00:00~15:59:59","30",1,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","16:00:00~16:59:59","00",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","16:00:00~16:59:59","30",2,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","17:00:00~17:59:59","00",0,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","17:00:00~17:59:59","30",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","18:00:00~18:59:59","00",1,10
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","18:00:00~18:59:59","30",2,6
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","19:00:00~19:59:59","00",0,9
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","19:00:00~19:59:59","30",0,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","20:00:00~20:59:59","00",0,17
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","20:00:00~20:59:59","30",0,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","21:00:00~21:59:59","00",0,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","21:00:00~21:59:59","30",0,10
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","22:00:00~22:59:59","00",0,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","22:00:00~22:59:59","30",2,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","23:00:00~23:59:59","00",0,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070592","하계현대아파트","23:00:00~23:59:59","30",0,11
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","00:00:00~00:59:59","00",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","00:00:00~00:59:59","30",1,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","01:00:00~01:59:59","00",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","06:00:00~06:59:59","00",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","06:00:00~06:59:59","30",0,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","07:00:00~07:59:59","00",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","07:00:00~07:59:59","30",0,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","08:00:00~08:59:59","00",0,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","08:00:00~08:59:59","30",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","10:00:00~10:59:59","00",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","10:00:00~10:59:59","30",1,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","11:00:00~11:59:59","00",0,1
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","12:00:00~12:59:59","00",1,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","12:00:00~12:59:59","30",1,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","13:00:00~13:59:59","00",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","13:00:00~13:59:59","30",0,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","14:00:00~14:59:59","00",1,0
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","14:00:00~14:59:59","30",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","15:00:00~15:59:59","00",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","15:00:00~15:59:59","30",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","16:00:00~16:59:59","00",4,8
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","16:00:00~16:59:59","30",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","17:00:00~17:59:59","00",1,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","17:00:00~17:59:59","30",3,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","18:00:00~18:59:59","00",3,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","18:00:00~18:59:59","30",3,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","19:00:00~19:59:59","00",1,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","19:00:00~19:59:59","30",3,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","20:00:00~20:59:59","00",1,7
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","20:00:00~20:59:59","30",1,9
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","21:00:00~21:59:59","00",0,4
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","21:00:00~21:59:59","30",0,3
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","22:00:00~22:59:59","00",3,5
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","22:00:00~22:59:59","30",1,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","23:00:00~23:59:59","00",0,2
"2015-10-01","11110001","100번(하계동~용산구청)","0070593","노원구민체육센터","23:00:00~23:59:59","30",1,10
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","04:00:00~04:59:59","00",2,1
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","04:00:00~04:59:59","30",4,5
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","05:00:00~05:59:59","00",2,8
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","05:00:00~05:59:59","30",5,8
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","06:00:00~06:59:59","00",2,11
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","06:00:00~06:59:59","30",1,11
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","07:00:00~07:59:59","00",8,5
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","07:00:00~07:59:59","30",10,31
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","08:00:00~08:59:59","00",12,18
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","08:00:00~08:59:59","30",26,18
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","09:00:00~09:59:59","00",1,7
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","09:00:00~09:59:59","30",5,14
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","10:00:00~10:59:59","00",3,2
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","10:00:00~10:59:59","30",6,6
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","11:00:00~11:59:59","00",4,10
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","11:00:00~11:59:59","30",4,14
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","12:00:00~12:59:59","00",0,9
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","12:00:00~12:59:59","30",2,11
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","13:00:00~13:59:59","00",3,16
"2015-10-01","11110001","100번(하계동~용산구청)","0071196","삼선교.한성대학교","13:00:00~13:59:59","30",5,10
