"YYYYMMDD(운행일자)","LINE_ID(호선ID)","LINE_NM(호선이름)","STATION_ID(역ID)","STATION_NM(역이름)","TIME(승차시간구분)","HALF_HOUR(30분시간구간ID)","PASSN_GETON(승차총승객수)","PASSN_GETOFF(하차총승객수)"
"2015-10-01","001","1호선","0159","동묘앞","11:00:00~11:59:59","00",119,189
"2015-10-01","001","1호선","0159","동묘앞","11:00:00~11:59:59","30",151,190
"2015-10-01","001","1호선","0159","동묘앞","12:00:00~12:59:59","00",165,196
"2015-10-01","001","1호선","0159","동묘앞","12:00:00~12:59:59","30",178,214
"2015-10-01","001","1호선","0159","동묘앞","13:00:00~13:59:59","00",281,231
"2015-10-01","001","1호선","0159","동묘앞","13:00:00~13:59:59","30",203,230
"2015-10-01","001","1호선","0159","동묘앞","14:00:00~14:59:59","00",235,239
"2015-10-01","001","1호선","0159","동묘앞","14:00:00~14:59:59","30",261,262
"2015-10-01","001","1호선","0159","동묘앞","15:00:00~15:59:59","00",273,239
"2015-10-01","001","1호선","0159","동묘앞","15:00:00~15:59:59","30",285,236
"2015-10-01","001","1호선","0159","동묘앞","16:00:00~16:59:59","00",345,240
"2015-10-01","001","1호선","0159","동묘앞","16:00:00~16:59:59","30",328,190
"2015-10-01","001","1호선","0159","동묘앞","17:00:00~17:59:59","00",318,209
"2015-10-01","001","1호선","0159","동묘앞","17:00:00~17:59:59","30",342,242
"2015-10-01","001","1호선","0159","동묘앞","18:00:00~18:59:59","00",528,170
"2015-10-01","001","1호선","0159","동묘앞","18:00:00~18:59:59","30",356,194
"2015-10-01","001","1호선","0159","동묘앞","19:00:00~19:59:59","00",266,179
"2015-10-01","001","1호선","0159","동묘앞","19:00:00~19:59:59","30",202,133
"2015-10-01","001","1호선","0159","동묘앞","20:00:00~20:59:59","00",145,81
"2015-10-01","001","1호선","0159","동묘앞","20:00:00~20:59:59","30",117,103
"2015-10-01","001","1호선","0159","동묘앞","21:00:00~21:59:59","00",147,87
"2015-10-01","001","1호선","0159","동묘앞","21:00:00~21:59:59","30",182,113
"2015-10-01","001","1호선","0159","동묘앞","22:00:00~22:59:59","00",123,115
"2015-10-01","001","1호선","0159","동묘앞","22:00:00~22:59:59","30",64,102
"2015-10-01","001","1호선","0159","동묘앞","23:00:00~23:59:59","00",38,69
"2015-10-01","001","1호선","0159","동묘앞","23:00:00~23:59:59","30",20,71
